Suburb|Address|Rooms|Type|Price|Method|SellerG|Date|Distance|Postcode|Bedroom2|Bathroom|Car|Landsize|BuildingArea|YearBuilt|CouncilArea|Lattitude|Longtitude|Regionname|Propertycount
Camberwell|41 Doonkuna Av|6|h|3400000.0|S|RT|27/05/2017|2821120.923303175|3124.0|||||3923308.307274509|||||Southern Metropolitan|8920.0
Williamstown|19 Verdon St|4|h|2910000.0|SP|Greg|4/03/2017|3229460.448554792|3016.0|4.0|3.0|0.0|338.0|3437618.016929883|1890.0|Hobsons Bay|-37.8633|144.8963|Western Metropolitan|6380.0
Malvern|1219 Malvern Rd|3|h|1650000.0|S|Marshall|12/08/2017|2635581.2246034318|3144.0|||||1379587.67018349|||||Southern Metropolitan|4675.0
Doncaster|7 Reddan Ct|4|h|1460800.0|SP|Jellis|19/11/2016|1257207.0518231895|3108.0|4.0|3.0|2.0|654.0|1665819.624851561|1970.0|Manningham|-37.7856|145.1088|Eastern Metropolitan|9028.0
Jacana|147 Sunset Bvd|3|h|350000.0|PI|Barry|7/05/2016|1550120.285933274|3047.0|3.0|1.0|2.0|600.0|-317394.5958952153|1950.0|Hume|-37.6866|144.9086|Northern Metropolitan|851.0
Heidelberg|34 Martin St|4|h|1031000.0|S|Miles|22/05/2016|183562.89569346595|3084.0|4.0|1.0|1.0|570.0|479147.8388562685||Banyule|-37.7523|145.0604|Eastern Metropolitan|2890.0
Abbotsford|52a William St|2|h|1100000.0|PI|Biggin|18/06/2016|-2494624.830735401|3067.0|2.0|2.0|1.0|124.0|964772.6394629284|2013.0|Yarra|-37.8079|144.9977|Northern Metropolitan|4019.0
Altona North|4 Knapp St|3|h|781000.0|S|Jas|3/09/2016|1335534.8178998271|3025.0|3.0|1.0|2.0|533.0|1559882.6684297763|1970.0|Hobsons Bay|-37.8291|144.835|Western Metropolitan|5132.0
Sunshine|2 McKay St|3|h|775000.0|S|Jas|3/06/2017|3031771.82974558|3020.0|3.0|2.0|3.0|540.0|1485964.478141591||Brimbank|-37.79067|144.83803999999995|Western Metropolitan|3755.0
South Yarra|16/37 Margaret St|1|u|300000.0|PI|LITTLE|30/07/2016|551797.0715559685|3141.0|||||860033.786615588|||||Southern Metropolitan|14887.0
Fawkner|8 James St|4|h|800000.0|S|Hodges|27/05/2017|600283.85387219|3060.0|4.0|2.0|4.0|625.0|1346905.562398047|1960.0|Moreland|-37.71112|144.97357|Northern Metropolitan|5070.0
Melton South|51 Andrew St|3|h|420000.0|S|hockingstuart|24/06/2017|1994265.6874540253|3338.0|3.0|2.0|2.0|599.0|639289.8112588398||Melton|-37.69575|144.57894|Western Victoria|4718.0
Melbourne|1201/565 Flinders St|2|u|683000.0|S|MICM|22/04/2017|779261.7053117795|3000.0|2.0|2.0|1.0|1136.0|2105456.4412847552|2009.0|Melbourne|-37.8211|144.9559|Northern Metropolitan|17496.0
Brunswick West|3/10 Melville Rd|3|t|865000.0|S|Barry|6/05/2017|1522429.83691352|3055.0|||||386903.8332851336|||||Northern Metropolitan|7082.0
Elsternwick|20 Shoobra Rd|4|h|2806000.0|S|Biggin|19/11/2016|2792635.046193831|3185.0|4.0|3.0|2.0|669.0|3034231.828100924|1930.0|Glen Eira|-37.8871|145.0081|Southern Metropolitan|4898.0
Hawthorn|7/28 Elm St|1|u|395000.0|S|Peter|1/07/2017|912593.6652209592|3122.0|1.0|1.0|1.0|910.0|533359.102247393||Boroondara|-37.81333|145.01932|Southern Metropolitan|11308.0
Kings Park|169 Gillespie Rd|3|h|520000.0|PI|Bells|1/07/2017|126480.0549572286|3021.0|3.0|1.0|2.0|570.0|-284780.19429566583||Brimbank|-37.73341|144.77161|Western Metropolitan|2878.0
Seaford|42 Mitchell St|6|h|1050000.0|S|U|24/06/2017|960213.4106044491|3198.0|6.0|4.0|2.0|662.0|609622.791331484||Frankston|-38.1078|145.1305|South-Eastern Metropolitan|8077.0
Mentone|169 Balcombe Rd|4|h|1700000.0|S|hockingstuart|17/06/2017|1375744.9411628721|3194.0|4.0|2.0|2.0|731.0|1501794.047859371||Kingston|-37.98035|145.05593000000005|South-Eastern Metropolitan|6162.0
Bentleigh East|113a MacKie Rd|4|h|1100000.0|VB|Melbourne|24/09/2016|2332115.469941347|3165.0|||||1710680.9046801245|||||Southern Metropolitan|10969.0
Brunswick|11 Denman St|4|h|1410000.0|PI|Jellis|28/05/2016|50879.99148594309|3056.0|4.0|2.0|1.0|460.0|1851264.2564915144|1916.0|Moreland|-37.7554|144.9544|Northern Metropolitan|11918.0
Niddrie|2/10 Nolan St|3|u|746000.0|S|Barry|27/11/2016|1346779.2490058513|3042.0|3.0|1.0|1.0|256.0|1392655.7237327262||Moonee Valley|-37.741|144.8901|Western Metropolitan|2291.0
Oakleigh South|14 Bossington St|3|h|981000.0|S|Buxton|3/12/2016|487755.30356928654|3167.0|3.0|1.0|2.0|646.0|720393.1256746184||Monash|-37.9167|145.0855|South-Eastern Metropolitan|3692.0
Williamstown|73a Victoria St|4|h|2075000.0|SP|Greg|6/05/2017|1527291.020250837|3016.0|4.0|3.0|2.0|324.0|2281689.7553100474|2009.0|Hobsons Bay|-37.8622|144.8884|Western Metropolitan|6380.0
Aberfeldie|25 Valencia St|2|h|1300000.0|S|Rendina|8/10/2016|1954985.9470475959|3040.0|3.0|1.0|5.0|528.0|199538.3492149536||Moonee Valley|-37.7617|144.8987|Western Metropolitan|1543.0
Clayton|2/46 Jaguar Dr|3|h|729500.0|S|Nelson|12/08/2017|1828222.6012133856|3168.0|3.0|1.0|3.0|590.0|806873.1061146888||Whitehorse|-37.85553|145.12305|South-Eastern Metropolitan|5837.0
Caulfield South|1 Rotorua St|2|h|1012000.0|S|Gary|7/05/2016|884052.3860503415|3162.0|2.0|1.0|1.0|0.0|1923012.339024234||Glen Eira|-37.9002|145.02700000000004|Southern Metropolitan|5051.0
Chadstone|2/14 Cole Cr|3|t|999000.0|S|Ray|11/02/2017|540932.964773551|3148.0|||||280984.7616923952|||||Southern Metropolitan|3582.0
Rosanna|20 Jones Cr|4|h|960000.0|VB|Nelson|3/12/2016|636378.9508209964|3084.0|||||941453.7529846384|||||Eastern Metropolitan|3540.0
Niddrie|2/42 Sapphire St|3|u|815000.0|S|Barry|30/07/2016|851801.6308577799|3042.0|3.0|2.0|2.0|203.0|1729473.82595392||Moonee Valley|-37.7465|144.8867|Western Metropolitan|2291.0
Elwood|4/505 St Kilda St|2|t|710000.0|S|McGrath|29/07/2017|325714.86422888393|3184.0|3.0|1.0|2.0|1965.0|-192730.5178450934|130.0|Manningham|-37.79244|145.12021|Southern Metropolitan|8989.0
South Yarra|3/38 Arnold St|1|u|540000.0|S|hockingstuart|22/05/2016|1475889.7301995258|3141.0|1.0|1.0|1.0|480.0|119793.50453970669|1930.0|Melbourne|-37.8356|144.9767|Southern Metropolitan|14887.0
Preston|477 Murray Rd|5|h|1060000.0|SP|Nelson|27/05/2017|2618663.405082648|3072.0|5.0|2.0|2.0|559.0|123466.32903808588|1940.0|Darebin|-37.73645|144.98715|Northern Metropolitan|14577.0
Hughesdale|8 Bowmore St|4|h|1745000.0|S|Woodards|10/12/2016|1411793.6566646681|3166.0|4.0|2.0|1.0|547.0|1219616.531037415|1925.0|Monash|-37.9002|145.0768|Southern Metropolitan|3145.0
South Melbourne|14/182 Albert Rd|2|u|1500000.0|VB|Greg|16/04/2016|2272338.456220653|3205.0|2.0|2.0|2.0|0.0|2217951.4094243515|2004.0|Port Phillip|-37.8369|144.968|Southern Metropolitan|5943.0
Williamstown|81 Parker St|2|h|1337500.0|SP|Raine|25/02/2017|470394.8386683783|3016.0|2.0|1.0|0.0|297.0|999840.711479181||Hobsons Bay|-37.8645|144.8977|Western Metropolitan|6380.0
Toorak|3/1085 Malvern Rd|3|u|2205000.0|S|Jellis|15/10/2016|729195.4539053466|3142.0|4.0|2.0|2.0|0.0|2263415.430006478|2014.0|Stonnington|-37.8512|145.0282|Southern Metropolitan|7217.0
Brighton|36 Nepean Hwy|3|h|1211000.0|S|RT|27/05/2017|-418711.9659934579|3186.0|3.0|2.0|1.0|343.0|2155825.206650713||Bayside|-37.88623|144.99858|Southern Metropolitan|10579.0
Reservoir|2 Kennedy St|3|h|650000.0|VB|Nelson|19/11/2016|-151054.2032583576|3073.0|||||827224.332154762|||-37.7223|144.988|Northern Metropolitan|21650.0
Newport|6 Speight St|4|h|1280000.0|S|Raine|16/07/2016|1783442.5441258003|3015.0|4.0|2.0|1.0|458.0|1005699.238684336|1930.0|Hobsons Bay|-37.8427|144.879|Western Metropolitan|5498.0
Glen Waverley|1 Dorset St|3|h|1070000.0|S|Harcourts|8/07/2017|1742546.0985181322|3150.0|||||688547.7823773653|||||Eastern Metropolitan|15321.0
Bentleigh|12 Wood St|5|h|1500000.0|PI|hockingstuart|22/07/2017|1784628.7246674432|3204.0|2.0|1.0|1.0||1883452.2954674072||Stonnington|-37.86462|145.02469|Southern Metropolitan|6795.0
Altona North|128 Second Av|3|h|870000.0|S|Hunter|15/10/2016|1215194.941474247|3025.0|||||531797.4297900687|||||Western Metropolitan|5132.0
South Yarra|4 Palfreyman St|3|h|1400000.0|SP|Kay|3/06/2017|1346931.5176332071|3141.0|3.0|1.0|1.0|136.0|1206218.9760300259|1993.0|Stonnington|-37.84497|144.99781000000004|Southern Metropolitan|14887.0
St Kilda|51/167 Fitzroy St|3|u|1600000.0|PI|Kay|25/02/2017|757082.4810135792|3182.0|3.0|2.0|2.0|0.0|468182.96368121594|1850.0|Port Phillip|-37.8584|144.9802|Southern Metropolitan|13240.0
Melbourne|709/87 Franklin St|2|u|565000.0|S|MICM|29/07/2017|1054619.2221794352|3000.0|2.0|1.0|0.0|1900.0|1368105.5292050159|80.0|Melbourne|-37.7904|144.93325|Northern Metropolitan|17496.0
Hawthorn East|1/31 Ryeburne Av|2|u|835000.0|S|Woodards|25/02/2017|-460821.1889724242|3123.0|||||1359740.8826765798|||||Southern Metropolitan|6482.0
Doncaster East|18B Churchill St|3|t|816000.0|S|Barry|22/07/2017|1723628.7155142743|3109.0|3.0|1.0|2.0|1930.0|981207.1885822477|143.0|Moreland|-37.74482|144.97499|Eastern Metropolitan|10999.0
Prahran|8 Green St|2|h|1615000.0|S|Jellis|13/05/2017|1389017.5137604005|3181.0|||||1379872.9008343357|||||Southern Metropolitan|7717.0
Port Melbourne|3/1 Seisman Pl|2|u|735000.0|S|Chisholm|27/11/2016|239224.0067649261|3207.0|2.0|1.0|1.0|0.0|314357.7521758712|2000.0|Port Phillip|-37.8424|144.9449|Southern Metropolitan|8648.0
Brunswick|58 Cassels Rd|3|h|860000.0|S|Ray|22/08/2016|800577.6958993609|3056.0|3.0|1.0|1.0|184.0|332529.8636608062|1890.0|Moreland|-37.7563|144.96|Northern Metropolitan|11918.0
Balwyn North|3 Dumblane St|5|h|3300000.0|PI|hockingstuart|3/12/2016|3447189.467326702|3104.0|5.0|4.0|2.0|760.0|2915548.8742176364|2015.0|Boroondara|-37.7907|145.0907|Southern Metropolitan|7809.0
Craigieburn|23 Southern Cr|3|h|460000.0|S|YPA|24/06/2017|1626738.1463177963|3064.0|||||1207924.4396517558|||||Northern Metropolitan|15510.0
Coburg North|25 Ida St|2|t|420000.0|VB|Peter|6/08/2016|372404.5920393734|3058.0|||||640318.8083061858|||||Northern Metropolitan|3445.0
Richmond|12a Rose St|3|h|2857000.0|S|Jellis|10/12/2016|3224294.0312553137|3121.0|||||3031780.147613193|||||Northern Metropolitan|14949.0
St Kilda|22/3 Alfred Sq|1|u|520000.0|S|hockingstuart|8/04/2017|-610486.9041402122|3182.0|1.0|1.0|1.0|2422.0|789113.4156940603|1970.0|Port Phillip|-37.8644|144.9741|Southern Metropolitan|13240.0
Moonee Ponds|79 Ormond Rd|2|h|940000.0|S|Brad|8/04/2017|-1528337.128325221|3039.0|2.0|1.0|2.0|428.0|760721.2368826426||Moonee Valley|-37.773|144.9332|Western Metropolitan|6232.0
Hampton|22 Margarita St|4|h|2880000.0|S|Marshall|10/09/2016|2844609.068163444|3188.0|4.0|3.0|2.0|687.0|2363441.5885624||Bayside|-37.9312|144.9997|Southern Metropolitan|5454.0
Glenroy|8 Granville St|3|h|940000.0|SP|Stockdale|22/07/2017|1101507.0985473015|3046.0|2.0|1.0|1.0|1950.0|911258.855824187|102.0|Moreland|-37.71532|144.96508|Northern Metropolitan|8870.0
Kingsville|69 Chirnside St|3|h|1180000.0|VB|Jas|3/06/2017|364404.9323154547|3012.0|3.0|1.0|1.0|335.0|783353.8624186525||Maribyrnong|-37.80742|144.88297|Western Metropolitan|1808.0
Kew|61 Molesworth St|3|h|3650000.0|VB|Jellis|22/08/2016|4151091.6932376204|3101.0|3.0|2.0|3.0|1353.0|4264462.896879007|1960.0|Boroondara|-37.8006|145.0218|Southern Metropolitan|10331.0
Richmond|62 Butler St|2|h|860000.0|PI|Biggin|20/05/2017|510104.6858940514|3121.0|2.0|1.0|0.0|111.0|672989.9573515512||Yarra|-37.8108|144.9955|Northern Metropolitan|14949.0
Reservoir|111 Boldrewood Pde|3|h|840000.0|SP|RW|1/07/2017|848386.3493659252|3073.0|3.0|1.0|4.0|614.0|308414.267916264|1960.0|Darebin|-37.71562|145.02175|Northern Metropolitan|21650.0
Thornbury|1/24 Dundas St|2|t|756000.0|S|Love|17/06/2017|646397.3956575976|3071.0|2.0|1.0|1.0|0.0|754956.698588172|2010.0|Darebin|-37.75267|145.00361999999996|Northern Metropolitan|8870.0
Scoresby|72 Arnold Dr|4|h|1040000.0|S|Purplebricks|22/07/2017|1373953.9352763137|3179.0|||||660207.878053778|||||Eastern Metropolitan|2206.0
Ormond|14/21 Lillimur Rd|2|u|435000.0|S|RT|10/09/2016|-264502.42781144474|3204.0|1.0|1.0|1.0|0.0|558698.8062398664||Glen Eira|-37.9016|145.0414|Southern Metropolitan|3578.0
Essendon|59 McCracken St|5|h|2020000.0|S|Brad|8/04/2017|2267432.9364490244|3040.0|5.0|3.0|3.0|900.0|1387284.8300349885||Moonee Valley|-37.7485|144.9036|Western Metropolitan|9264.0
Caulfield South|8 Lygon St|4|h|1774500.0|S|hockingstuart|14/05/2016|2591953.1921649007|3162.0|4.0|2.0|2.0|575.0|1530265.0151640303|2008.0|Glen Eira|-37.8993|145.0254|Southern Metropolitan|5051.0
Elsternwick|8/37 Victoria St|2|u|740000.0|SP|Gary|8/04/2017|1697635.6855606737|3185.0|2.0|1.0|1.0|0.0|461582.10548115225|1960.0|Glen Eira|-37.8881|145.0097|Southern Metropolitan|4898.0
South Kingsville|89A New St|3|t|730000.0|S|Sweeney|29/07/2017|262729.0123709702|3015.0|3.0|1.0|3.0||1264554.037086477||Darebin|-37.725|144.98752|Western Metropolitan|984.0
Camberwell|18 Halley Av|5|h|2010000.0|S|Marshall|25/02/2017|440644.0731696347|3124.0|||||1592548.8364072412|||||Southern Metropolitan|8920.0
South Yarra|11/17 Como Av|2|t|1040000.0|PI|RT|22/04/2017|904282.8219752872|3141.0|||||789061.7934874066|||||Southern Metropolitan|14887.0
Brunswick West|12 Hamilton St|2|h|820000.0|S|Jellis|26/07/2016|993420.6756991238|3055.0|3.0|1.0|1.0|206.0|1093591.6336752446|1900.0|Moreland|-37.7604|144.9488|Northern Metropolitan|7082.0
Sunshine West|50 Killara St|3|h|690000.0|S|Burnham|18/03/2017|1229948.6038035136|3020.0|3.0|1.0|0.0|540.0|690761.079587515|1967.0|Brimbank|-37.789|144.8195|Western Metropolitan|6763.0
Oak Park|40 New Rd|4|h|830000.0|PI|Brad|7/05/2016|965308.9027678105|3046.0|4.0|2.0|2.0|616.0|796639.869282798|1950.0|Moreland|-37.7134|144.9096|Northern Metropolitan|2651.0
Reservoir|19 Liston Av|3|h|600000.0|PI|Barry|24/09/2016|-1881357.3464989997|3073.0|||||424439.3119333299|||||Northern Metropolitan|21650.0
Maribyrnong|8/42 Wests Rd|2|t|355000.0|SP|Biggin|4/06/2016|1359429.6022243858|3032.0|2.0|1.0|1.0|0.0|225681.32462809273|2004.0|Maribyrnong|-37.7716|144.882|Western Metropolitan|4918.0
Reservoir|129 McFadzean Av|3|h|730000.0|S|Ray|17/09/2016|1145300.5817182588|3073.0|||||511677.0708550389|||||Northern Metropolitan|21650.0
Ormond|3/302 Grange Rd|2|u|405000.0|VB|Besser|28/08/2016|-276634.4296892048|3204.0|2.0|1.0|1.0|0.0|246158.5276515421|1970.0|Glen Eira|-37.9031|145.0444|Southern Metropolitan|3578.0
Forest Hill|309 Springvale Rd|3|h|800000.0|VB|Noel|24/06/2017|-442238.6410414786|3131.0|3.0|1.0|2.0|617.0|-275398.6571620025|1960.0|Whitehorse|-37.8318|145.17368000000005|Eastern Metropolitan|4385.0
Northcote|1/5 Emmaline St|2|u|460000.0|VB|Nelson|22/05/2016|128266.33353174658|3070.0|2.0|1.0|1.0|0.0|1223720.5309183123|2009.0|Darebin|-37.7641|144.9958|Northern Metropolitan|11364.0
Moonee Ponds|24 Hotham St|3|h|1630000.0|S|Barry|10/12/2016|3911402.5865589636|3039.0|3.0|2.0|0.0|408.0|1197933.280112634|1900.0|Moonee Valley|-37.77|144.91299999999995|Western Metropolitan|6232.0
Murrumbeena|22 Brett St|5|h|1300000.0|PI|Buxton|22/08/2016|-466165.3554120492|3163.0|5.0|2.0|2.0|683.0|1433026.501782213|1960.0|Glen Eira|-37.9055|145.0691|Southern Metropolitan|4442.0
Murrumbeena|38 Dalny Rd|3|h|1060000.0|PI|hockingstuart|7/05/2016|199347.24563301718|3163.0|3.0|1.0|2.0|595.0|722886.2588391019|1957.0|Glen Eira|-37.9027|145.0684|Southern Metropolitan|4442.0
West Melbourne|44 Miller St|4|h|2100000.0|S|Brad|28/05/2016|2469406.126424023|3003.0|4.0|1.0|0.0|440.0|2136824.168688037||Melbourne|-37.8056|144.9463|Northern Metropolitan|2230.0
Reservoir|25 Florence Cl|3|h|613000.0|S|Nelson|18/06/2016|233230.13625719066|3073.0|3.0|1.0|2.0|745.0|421111.6809199658|1985.0|Darebin|-37.7007|144.9815|Northern Metropolitan|21650.0
Wantirna|509 Boronia Rd|4|h|1214000.0|S|Ray|15/07/2017|1348052.9426763172|3152.0|2.0|1.0|0.0|1950.0|966798.0557582376|67.0|Port Phillip|-37.87349|144.9798|Eastern Metropolitan|5424.0
Footscray|32 Hewitt Av|3|t|740000.0|VB|Jas|28/05/2016|116211.68029648904|3011.0|||||1241088.4341651243|||||Western Metropolitan|7570.0
Blackburn|488 Middleborough Rd|3|h|1020000.0|PI|Jellis|22/07/2017|1706566.088638749|3130.0|3.0|1.0|1.0||1054831.8634692936||Boroondara|-37.86904000000001|145.07691|Eastern Metropolitan|5713.0
Oak Park|100 Winifred St|3|h|810000.0|SP|Brad|22/08/2016|551291.5928828999|3046.0|3.0|1.0|3.0|763.0|-37569.273378180565|1960.0|Moreland|-37.7178|144.9121|Northern Metropolitan|2651.0
Doncaster|9a Bayley Gr|3|h|840000.0|PI|Barry|6/05/2017|1232271.7704309863|3108.0|||||373547.65387630154|||||Eastern Metropolitan|9028.0
Box Hill|1/7 Glenmore St|1|u|288000.0|SP|hockingstuart|12/06/2016|63157.4496496059|3128.0|1.0|1.0|1.0|774.0|-221790.22218153247|1970.0|Whitehorse|-37.8241|145.1262|Eastern Metropolitan|4605.0
Elsternwick|16 Alexandra Av|3|h|1800000.0|S|Biggin|22/04/2017|1860400.6612226753|3185.0|||||2233537.1035341257|||||Southern Metropolitan|4898.0
Burwood|3/37 Sixth Av|2|u|580000.0|S|Buxton|24/09/2016|376073.14032519935|3125.0|||||503914.7063334426|||||Southern Metropolitan|5678.0
Werribee|2/50 Tower Rd|2|h|335000.0|S|Greg|15/07/2017|-235530.6293524598|3030.0|||||10065.855734540673|||||Western Metropolitan|16166.0
Reservoir|2/16 Odowd St|3|u|645000.0|S|Nelson|4/03/2017|1606551.8855200259|3073.0|3.0|1.0|2.0|280.0|-231617.63555508602|2002.0|Darebin|-37.7183|145.0164|Northern Metropolitan|21650.0
Airport West|67 Halsey Rd|3|h|510000.0|VB|Nelson|29/04/2017|-1129580.380294295|3042.0|3.0|1.0|1.0|488.0|574924.6499779933|1960.0|Moonee Valley|-37.7191|144.8857|Western Metropolitan|3464.0
St Kilda|1/7 Robertson Av|2|u|610000.0|PI|Jellis|7/05/2016|725121.0718088967|3182.0|||||1168691.5804187253|||||Southern Metropolitan|13240.0
Rosanna|7/4 Banyule Rd|2|u|615000.0|S|Miles|29/04/2017|1877780.5250841463|3084.0|2.0|1.0|1.0|190.0|144967.23208428573|1980.0|Banyule|-37.7437|145.0729|Eastern Metropolitan|3540.0
Fawkner|1 Imaroo St|4|h|570500.0|S|Ray|15/10/2016|116522.53000718092|3060.0|4.0|2.0|1.0|430.0|865801.106585223||Moreland|-37.7185|144.9754|Northern Metropolitan|5070.0
Pascoe Vale|6 Collings Ct|2|h|810000.0|S|Brad|22/05/2016|926466.9169073728|3044.0|2.0|1.0|1.0|783.0|370036.72897620755|1950.0|Moreland|-37.7196|144.9485|Northern Metropolitan|7485.0
Brighton|160 New St|2|h|1601000.0|S|RT|17/09/2016|2374225.535300004|3186.0|2.0|1.0|1.0|380.0|1420025.2951000487|1958.0|Bayside|-37.9166|144.9926|Southern Metropolitan|10579.0
North Melbourne|1/109 Arden St|2|u|665500.0|S|Alexkarbon|27/11/2016|-1670119.7748254174|3051.0|2.0|2.0|1.0|0.0|1029362.4115384854|2012.0|Melbourne|-37.8009|144.9471|Northern Metropolitan|6821.0
Melbourne|49/2 Exhibition St|1|u|659000.0|S|Harcourts|10/09/2016|358083.76079536555|3000.0|1.0|1.0|1.0|0.0|1174313.881817872|2006.0|Melbourne|-37.8157|144.9727|Northern Metropolitan|17496.0
Heidelberg West|37 Buna St|3|h|600000.0|VB|Haughton|8/07/2017|1218684.7405066194|3081.0|3.0|2.0|1.0|839.0|1348858.2805767704|1970.0|Monash|-37.89813|145.14652|Eastern Metropolitan|2674.0
Malvern East|1/3 Steele St|2|u|536000.0|S|Rendina|24/09/2016|-363033.15592953423|3145.0|2.0|1.0|1.0|0.0|231149.4224031384|1960.0|Stonnington|-37.8713|145.0515|Southern Metropolitan|8801.0
Abbotsford|53 Studley St|2|h|1271000.0|S|Biggin|13/05/2017|1251832.6133706116|3067.0|||||2265941.0488727205|||-37.8016|144.9959|Northern Metropolitan|4019.0
Carlton|176 Cardigan St|4|h|1630100.0|S|Ascend|14/05/2016|2009095.1134785628|3053.0|4.0|2.0|0.0|132.0|329498.1313645488|1890.0|Melbourne|-37.801|144.9656|Northern Metropolitan|6786.0
Balwyn North|212/3 Tannock St|2|u|580000.0|VB|Fletchers|8/07/2017|820044.5663757693|3104.0|||||658150.4789854435|||||Southern Metropolitan|7809.0
Brunswick|26 MacFarland St|3|h|1310000.0|S|Nelson|12/08/2017|1410279.9574324791|3056.0|||||1030173.3253554823|||||Northern Metropolitan|11918.0
Broadmeadows|73 Waranga Cr|5|h|600000.0|PI|@Realty|17/06/2017|954486.60855967|3047.0|||||759198.1085172667|||||Northern Metropolitan|4294.0
Surrey Hills|29 Weybridge St|4|h|2360000.0|S|Marshall|13/05/2017|2566030.642863837|3127.0|4.0|2.0|2.0|764.0|2077186.185261421|1930.0|Boroondara|-37.81800000000001|145.0946|Southern Metropolitan|5457.0
Ormond|9 Ruby St|5|h|1836000.0|S|hockingstuart|10/09/2016|892813.8052676688|3204.0|3.0|3.0|4.0|464.0|1900368.4917311338||Glen Eira|-37.9061|145.0329|Southern Metropolitan|3578.0
Moorabbin|19 Hamer St|3|h|1000000.0|S|O'Brien|3/09/2016|2457612.6694085533|3189.0|3.0|2.0|2.0|573.0|899235.5820862051|1970.0|Kingston|-37.9428|145.04399999999995|Southern Metropolitan|2555.0
Edithvale|22a Field Av|3|u|740000.0|PI|hockingstuart|8/07/2017|1467206.946604966|3196.0|3.0|1.0|2.0|802.0|522520.4638528245|1980.0|Maroondah|-37.81083|145.28792|South-Eastern Metropolitan|2546.0
Essendon North|2/31 Greville St|3|u|765000.0|S|Nelson|19/11/2016|-10672.427179435035|3041.0|3.0|2.0|1.0|0.0|352969.21591460466|2002.0|Moonee Valley|-37.7364|144.8977|Western Metropolitan|1308.0
Ormond|1/24 Lillimur Rd|2|u|479500.0|S|Ray|28/05/2016|1035745.6981648277|3204.0|2.0|1.0|1.0|0.0|1560945.8400014625||Glen Eira|-37.9021|145.0417|Southern Metropolitan|3578.0
Thornbury|10/11 Kemp St|2|u|435000.0|PI|Harcourts|3/12/2016|951995.3547052249|3071.0|2.0|1.0|1.0|1054.0|18225.32700824732||Darebin|-37.7622|144.9953|Northern Metropolitan|8870.0
Bentleigh|1/74 Bendigo Av|2|u|375000.0|PI|Woodards|3/06/2017|-1410278.656511177|3204.0|||||1089975.7729152723|||||Southern Metropolitan|6795.0
Epping|18 Grimwade Ct|3|h|528000.0|S|Ray|27/05/2017|-308675.8585969794|3076.0|3.0|2.0|1.0|525.0|-159640.7295386186||Whittlesea|-37.6507|145.04681000000005|Northern Metropolitan|10926.0
Yallambie|8 Ovata Cl|4|h|915000.0|S|Barry|4/03/2017|1773620.684462396|3085.0|4.0|3.0|1.0|531.0|1920899.630317958|1990.0|Banyule|-37.7198|145.1034|Northern Metropolitan|1369.0
Kensington|103/70 Speakmen St|2|u|450000.0|S|Rendina|7/05/2016|-464822.542213339|3031.0|||||-17675.282050465175|||||Northern Metropolitan|5263.0
Glen Iris|8/64 Edgar St Nth|2|u|405000.0|SP|Noel|16/07/2016|-37719.51307436143|3146.0|||||120903.52168191869|||||Southern Metropolitan|10412.0
Abbotsford|6/241 Nicholson St|1|u|300000.0|S|Biggin|8/10/2016|-70857.66386070929|3067.0|1.0|1.0|1.0|0.0|686805.2052754515||Yarra|-37.8008|144.9973|Northern Metropolitan|4019.0
Glen Waverley|2/45 Ranfurlie Dr|3|t|1125000.0|S|Ray|24/06/2017|573609.5498063797|3150.0|||||1416387.7582668918|||||Eastern Metropolitan|15321.0
Blackburn|4/5 Dewrang Cr|3|u|1095000.0|S|Fletchers|1/07/2017|1838465.4111718985|3130.0|||||1594569.5230249816|||||Eastern Metropolitan|5713.0
Heidelberg Heights|4 Milton Ct|3|h|743000.0|S|Barry|10/12/2016|880826.0488028266|3081.0|3.0|1.0|0.0|673.0|720074.267052377|1950.0|Banyule|-37.7428|145.0494|Eastern Metropolitan|2947.0
Malvern|5 Northbrook Av|4|h|4940000.0|S|Abercromby's|28/08/2016|4885056.396285075|3144.0|||||5150566.48055298|||||Southern Metropolitan|4675.0
Ascot Vale|17 Ascot St|2|h|705000.0|PI|Nelson|27/06/2016|1866564.598610306|3032.0|2.0|1.0|3.0|252.0|990002.2268210436|1910.0|Moonee Valley|-37.7825|144.9206|Western Metropolitan|6567.0
